measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,528,Colorado,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,149.4359877,159.434148,139.5988908
1,Deaths,545,Michigan,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,107.8097172,118.3440084,96.68491476
1,Deaths,545,Michigan,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,80.44009198,89.63405608,72.06332362
1,Deaths,545,Michigan,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,65.65631446,73.94193385,58.81606913
1,Deaths,545,Michigan,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,10.64388476,13.11817248,8.542614706
1,Deaths,545,Michigan,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,605.3983496,635.2448836,576.403828
1,Deaths,545,Michigan,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,332.0244955,350.9900111,314.5707991
1,Deaths,541,Louisiana,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,50.6335367,57.30108271,44.99113725
1,Deaths,541,Louisiana,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,42.62400993,48.16740787,37.76115595
1,Deaths,541,Louisiana,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,31.65965361,36.43034101,27.8327526
1,Deaths,541,Louisiana,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,6.104954274,7.684243313,4.803908473
1,Deaths,541,Louisiana,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,308.3369715,327.201398,291.3346566
1,Deaths,541,Louisiana,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,156.4022216,166.5122082,146.8486008
1,Deaths,557,North Dakota,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,6.754086423,7.93293835,5.629144009
1,Deaths,557,North Dakota,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,4.963707716,6.002185681,4.035568711
1,Deaths,557,North Dakota,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,3.998997735,4.811456317,3.333905196
1,Deaths,557,North Dakota,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,0.89496108,1.155459183,0.678915843
1,Deaths,557,North Dakota,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,36.82024361,39.6275561,34.08024585
1,Deaths,557,North Dakota,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,26.66083493,29.18039762,24.32916771
1,Deaths,560,Oregon,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,45.44202514,50.59126171,40.53855893
1,Deaths,560,Oregon,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,32.89452825,37.44286959,28.7748979
1,Deaths,560,Oregon,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,26.8703743,30.52006605,23.55880862
1,Deaths,560,Oregon,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,4.349542921,5.487437599,3.361115774
1,Deaths,560,Oregon,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,222.9348885,234.9440945,210.936796
